pdb_id,resolution,r_free
2xm3,2.3,0.2489
2xmm,1.65,0.20037
2xn1,2.3,0.1871
2xn7,1.43,0.21807
2xo0,1.7,0.27082
2xod,0.96,0.151
2xpi,2.6,0.2452
2xpo,2.1,0.23862
2xqw,2.306,0.242
2xri,2.15,0.21014
2xrm,2.6,0.28084
2xrq,2.4,0.23517
2xrz,2.2,0.20819
2xs7,1.45,0.20469
2xso,2.2,0.266
2xsw,1.9,0.1947
2xtc,2.22,0.26437
2xua,1.9,0.2406
2xup,2.7,0.23209
2xvl,2.3,0.1853
2xvp,2.0,0.24174
2xvq,2.9,0.257
2xwa,2.8,0.28297
2xwk,1.49,0.16357
2xwn,2.9,0.25337
2xwq,2.01,0.28234
2xxh,1.5,0.21757
2xxi,1.6,0.20846
2xxp,1.692,0.2241
2xzd,2.1,0.21811
2xzg,1.7,0.19973
2y0l,2.59,0.287
2y1o,1.49,0.22845
2y23,2.5,0.271
2y2i,1.78,0.21319
2y2k,2.09,0.26252
2y4m,2.7,0.21878
2y5a,1.25,0.16388
2y5d,1.4,0.19283
2y68,1.49,0.20359
2y6l,1.28,0.183
2y6n,1.26,0.16983
2y6u,1.9,0.179
2y7a,2.06,0.24453
2y7d,1.59,0.174
2y8w,1.8,0.2101
2ya8,1.75,0.225
2yaz,2.4,0.22532
2yb5,2.1,0.28773
2ycs,2.35,0.23899
2yd2,2.552,0.2602
2yde,2.28,0.243
2ydi,1.6,0.20045
2ydq,2.6,0.23053
2ye0,1.47,0.18495
2yeb,2.4,0.31094
2yex,1.3,0.16415
2yf0,2.65,0.2882
2yfh,2.695,0.2823
2yg0,1.8,0.1787
2yge,1.956,0.2294
2yhd,2.2,0.25912
2yit,2.2,0.22579
2yja,1.82,0.2342
2yjc,1.14,0.18362
2ykb,1.93,0.2411
2ylo,2.5,0.28865
2ylr,2.26,0.23804
2ymy,1.69,0.2353
2yn0,1.5,0.1826
2yn8,2.11,0.2344
2yng,2.12,0.24071
2yni,2.49,0.2536
2ynn,1.782,0.1799
2yoi,1.3,0.1844
2yoo,1.69,0.21908
2yp6,1.767,0.1899
2ypg,2.85,0.19036
2ypm,2.199,0.2387
2ypp,2.3,0.16375
2ypq,2.76,0.24888
2yq1,2.3,0.2456
2yri,2.05,0.2404
2yv3,2.7,0.368
2yve,1.4,0.223
2yvw,1.81,0.22
2yx2,2.8,0.22397
2yy9,2.6,0.289
2yyk,1.6,0.2035
2yz8,2.0,0.261
2yze,1.99,0.2184
2yzj,1.66,0.227
2yzt,1.8,0.271
2z0l,2.9,0.251
2z0z,2.0,0.191
2z13,1.84,0.227
2z18,1.15,0.176
2z1m,2.0,0.233
2z1w,1.63,0.1935
2z1z,2.4,0.25073
2z2m,2.6,0.26711
2z31,2.7,0.287
2z3p,2.5,0.261
2z3z,1.95,0.21188
2z4o,1.6,0.2055
2z54,2.31,0.25407
2z5q,2.1,0.25352
2z61,2.2,0.234
2z6s,1.25,0.187
2z74,2.2,0.235
2z7q,2.0,0.283
2z8q,1.7,0.19396
2z90,2.4,0.227
2z9i,2.0,0.2725
2zaa,1.8,0.19754
2zat,1.5,0.187
2zav,1.7,0.1758
2zb7,1.8,0.206
2zce,1.8,0.225
2zdc,2.0,0.256
2zdh,1.9,0.239
2zdm,1.93,0.2382
2zds,2.3,0.21
2ze2,2.9,0.299
2zef,1.67,0.208
2zf8,2.85,0.312
2zfd,1.2,0.19162
2zfh,2.05,0.265
2zfy,1.69,0.23891
2zfz,1.85,0.22538
2zgc,1.96,0.25701
2zgg,2.0,0.238
2zgj,2.3,0.28779
2zgx,1.8,0.2286
2zhd,1.94,0.246
2zij,1.9,0.23541
2zik,1.81,0.23759
2zim,2.1,0.22811
2zjd,1.56,0.23766
2zk5,2.45,0.306
2zk7,2.71,0.28911
2zkf,2.55,0.2745
2zkl,2.61,0.273
2zko,1.7,0.22965
2zl1,2.0,0.25602
2zl8,1.73,0.213
2zm8,1.55,0.188
2zmu,1.65,0.207
2znq,2.65,0.276
2zo1,1.96,0.246
2zo9,2.2,0.18906
2zof,2.3,0.239
2zon,1.7,0.19542
2zos,1.7,0.2342
2zp0,2.7,0.306
2zpq,1.9,0.222
2zpy,2.1,0.256
2zq7,0.94,0.14726
2zqe,1.7,0.22699
2zqk,2.8,0.3
2zsq,1.21,0.219
2zt1,1.21,0.222
2zta,1.8,
2ztt,2.1,0.27164
2zu5,1.65,0.208
2zvd,2.15,0.20979
2zvr,2.2,0.243
2zvy,1.75,0.204
2zw2,1.55,0.242
2zwl,2.2,0.2672
2zx1,1.9,0.26
2zx7,2.48,0.2162
2zxd,2.15,0.2027
2zxg,1.55,0.19477
2zxw,2.5,0.233
2zya,1.6,0.1809
2zyh,1.83,0.223
2zz2,1.53,0.1873
2zz5,1.56,0.18679
2zzj,1.8,0.22346
309d,2.6,
320d,2.15,0.186
323d,2.15,0.186
331d,1.65,
333d,2.52,0.266
351d,1.64,
353d,2.4,
3a0a,1.36,0.182
3a0i,2.2,0.27702
3a12,2.3,0.24429
3a29,2.6,0.247
3a2n,1.89,0.22783
3a3r,1.9,0.24948
3a4l,1.8,0.2491
3a4m,1.792,0.2525
3a4x,1.76,0.17388
3a58,2.6,0.265
3a5l,2.4,0.207
3a5q,1.8,0.206
3a5s,1.8,0.204
3a5t,2.8,0.294
3a5z,2.5,0.268
3a66,1.6,0.225
3a6h,2.0,0.231
3a6z,2.15,0.21965
3a7e,2.8,0.29819
3a86,1.75,0.18514
3a8s,2.9,0.29818
3a8x,2.0,0.271
3a92,1.5,0.21746
3a9w,1.85,0.2092
3aa0,1.7,0.23919
3aag,2.8,0.26006
3aaw,2.5,0.25029
3ab8,1.7,0.218
3acf,1.6,0.191
3act,1.85,0.1763
3acx,1.31,0.18181
3ael,2.0,0.188
3aeo,2.15,0.194
3afl,2.99,0.26234
3ag7,1.8,0.2307
3agr,2.8,0.26508
3agy,1.85,0.247
3ah6,2.4,0.251
3aht,2.8,0.24836
3ahu,2.2,0.2599
3aio,1.7,0.20673
3ais,2.2,0.23097
3aiz,2.8,0.2563
3ajv,1.7,0.22893
3ajw,2.1,0.255
3ajx,1.6,0.215
3ak0,1.59,0.21176
3alt,2.5,0.279
3am1,2.4,0.2919
3an3,2.3,0.278
3ani,2.5,0.26002
3aof,1.288,0.1883
3ap9,1.33,0.17824
3apo,2.4,0.246
3apr,1.8,
3apy,2.8,0.30586
3arr,1.65,0.1878
3as5,2.0,0.241
3atw,2.36,0.24335
3aup,1.91,0.25508
3avg,1.7,0.2028
3avk,1.75,0.1993
3avn,2.1,0.2052
3avt,2.607,0.2884
3ax0,1.4,0.198
3axb,1.92,0.2047
3axk,1.9,0.189
3ayq,1.77,0.231
3az9,2.75,0.28188
3b0d,2.197,0.2609
3b0h,2.306,0.2409
3b1q,1.7,0.20667
3b1s,2.55,0.26195
3b1w,2.5,0.25905
3b1z,2.65,0.2841
3b20,2.398,0.2685
3b26,2.1,0.2046
3b2w,2.3,0.308
3b3w,1.75,0.234
3b42,1.9,0.237
3b5i,2.75,0.282
3b5n,1.6,0.248
3b5q,2.4,0.206
3b65,1.8,0.292
3b6b,2.0,0.22894
3b72,1.5,0.2407
3b75,2.3,0.331
3b7p,2.0,0.24978
3b7u,1.9,0.217
3b7v,1.46,0.2121
3b7y,1.8,0.2086
3b89,2.6,0.2824
3b95,2.99,0.238
3b98,2.08,0.26414
3b9l,2.6,0.292
3b9p,2.7,0.287
3b9x,2.3,0.255
3bav,1.62,0.218
3bc4,1.82,0.2407
3bce,2.5,0.251
3bco,2.25,0.25
3bd4,2.4,0.2811
3be7,2.3,0.27981
3beg,2.9,0.298
3bez,2.76,0.259
3bf5,1.91,0.245
3bf7,1.1,0.212
3bga,2.1,0.234
3bge,1.85,0.24
3bhh,2.4,0.275
3bia,2.2,0.23782
3bik,2.65,0.268
3bit,1.9,0.224
3biv,1.8,0.2639
3bja,2.38,0.253
3bji,2.6,0.29253
3bjz,2.4,0.27415
3bkk,2.17,0.251
3bkr,1.4,0.219
3bli,2.5,0.281
3bm1,2.0,0.2607
3bmb,1.91,0.237
3bnf,1.7,0.27954
3bnk,2.05,0.265
3bnn,2.0,0.264
3bo9,2.71,0.211
3bog,1.2,0.192
3boy,1.7,0.24629
3bqo,2.0,0.2369
3bqp,1.3,0.2337
3bqr,1.75,0.215
3br3,2.8,0.29326
3brq,2.0,0.24912
3brx,2.5,0.252
3bso,1.74,0.23171
3bsx,2.32,0.27678
3btl,2.9,0.262
3btx,2.0,0.22797
3bu8,2.15,0.2564
3bug,2.5,0.26406
3bun,2.0,0.242
3buq,2.01,0.174
3bux,1.35,0.24
3buy,2.6,0.30608
3bv3,2.59,0.284
3bvz,2.3,0.277
3bw6,2.5,0.26
3bxo,2.0,0.254
3by2,2.6,0.2708
3bym,2.0,0.274
3byv,1.8,0.23273
3byy,2.2,0.233
3c0b,2.4,0.2594
3c0d,2.4,0.274
3c1q,1.7,0.20793
3c1z,2.3,0.264
3c2c,1.68,
3c2e,1.9,0.259
3c3m,1.7,0.19318
3c3y,1.371,0.222
3c41,2.25,0.277
3c5f,2.25,0.263
3c5k,1.55,0.22663
3c5n,1.8,0.221
3c5t,2.1,0.23809
3c6o,2.7,0.272
3c6t,2.7,0.28128
3c74,2.38,0.25787
3c78,0.98,0.189
3c7a,2.1,0.27868
3c7t,1.76,0.21058
3c80,1.99,
3c86,1.8,0.18683
3c87,2.17,0.234
3c8h,2.48,0.225
3cao,1.6,0.228
3cax,2.43,0.226
3cb4,2.8,0.29455
3cbm,1.69,0.229
3cbu,2.05,0.207
3cc7,2.7,0.226
3ccd,1.0,0.20502
3cd0,2.4,0.238
3cd3,1.98,0.247
3cd6,2.75,0.241
3cdy,2.43,0.26265
3ce0,2.8,0.263
3cel,2.0,0.256
3cet,1.8,0.246
3cf6,2.2,0.26503
3cfs,2.4,0.24862
3ch2,1.8,0.19758
3chi,2.1,0.27729
3chm,1.5,0.19996
3ci5,1.7,0.19087
3ci8,2.4,0.1998
3cjm,1.5,0.172
3ck6,1.9,0.22347
3ckf,1.25,0.1917
3clq,2.5,0.23972
3cmb,1.6,0.259
3cmm,2.7,0.24687
3cn1,1.52,0.188
3cnm,1.65,0.1939
3coa,2.2,0.25
3cog,2.0,0.20406
3cow,1.8,0.20889
3cp1,2.0,0.286
3cpb,2.7,0.286
3cq8,2.5,0.281
3cqc,2.53,0.2455
3cqp,1.95,0.22326
3cr5,1.85,0.243
3crg,1.85,0.221
3cs2,1.95,0.2243
3cse,1.6,0.23171
3csr,1.8,0.23736
3csx,1.84,0.29387
3ctm,2.69,0.2677
3ctr,2.1,0.24287
3cu0,1.9,0.234
3cuk,2.49,0.3285
3cuo,2.0,0.28875
3cv9,1.7,0.25347
3cvn,2.0,0.265
3cvt,2.5,0.274
3cvv,2.1,0.21254
3cww,1.96,0.208
3cxf,2.3,0.281
3cxk,1.7,0.199
3cxx,1.9,0.21746
3cyp,1.6,0.227
3cyq,2.3,0.289
3cz0,1.7,0.19191
3d0o,1.8,0.203
3d19,2.3,0.268
3d1m,1.7,0.229
3d20,1.05,0.18
3d23,2.5,0.285
3d2c,2.18,0.245
3d2k,2.5,0.27284
3d2r,2.03,0.23016
3d32,1.3,0.195
3d3n,2.5,0.263
3d3v,2.8,0.27787
3d6i,1.5,0.249
3d71,2.8,0.248
3d84,1.9,0.2289
3d8n,1.9,0.245
3d8t,1.6,0.236
3d8w,1.7,0.195
3d98,2.5,0.2443
3d9c,2.3,0.274
3d9e,2.2,0.233
3d9s,2.0,0.193
3d9z,1.65,0.19
3dao,1.8,0.208
3dar,2.2,0.255
3dav,2.2,0.26
3day,1.95,0.22033
3dbv,2.45,0.275
3dcs,1.8,0.214
3dcw,1.5,0.19
3dd2,1.9,0.254
3dd9,2.45,0.2454
3ddy,2.5,0.25
3de8,1.72,0.24378
3ded,2.14,0.2347
3des,2.3,0.231
3dfc,1.9,0.23048
3dfl,2.0,0.225
3dfp,2.05,0.214
3dfy,2.1,0.277
3dg8,2.58,0.239
3dgi,1.95,0.22043
3dgq,1.6,0.227
3dhm,1.8,0.22237
3di3,2.9,0.267
3dj0,2.5,0.26788
3djc,2.4,0.313
3djm,2.51,0.228
3djo,1.6,0.22638
3djq,1.53,0.23272
3djv,1.6,0.20363
3djy,2.1,0.249
3dka,2.3,0.269
3dkc,1.52,0.218
3dkf,1.8,0.233
3dki,2.1,0.24147
3dla,2.35,0.24566
3dlq,1.9,0.2361
3dmu,1.8,0.255
3dne,2.0,0.23037
3dnv,2.68,0.285
3do1,1.33,0.277
3do5,2.2,0.221
3dos,2.4,0.26434
3dpo,2.1,0.241
3dqa,1.44,0.245
3dqy,1.2,0.19488
3drc,1.9,
3drj,1.5,0.208
3dsb,1.48,0.20526
3dsn,2.2,0.28138
3dsr,2.7,0.267
3dt2,1.5,0.185
3dtv,2.1,0.241
3dtw,2.9,0.279
3du3,2.8,0.2014
3dv9,1.72,0.212
3dva,2.35,0.24718
3dvb,1.7,0.197
3dvc,1.6,0.195
3dwg,1.53,0.217
3dwp,2.2,0.23992
3dxi,2.04,0.2316
3dyc,2.303,0.243
3dyd,2.3,0.26088
3dyf,2.65,0.268
3dys,2.3,0.21224
3e02,1.9,0.181
3e0b,2.25,0.23799
3e0f,2.4,0.207
3e0s,2.09,0.272
3e0u,2.3,0.25368
3e12,1.7,0.19559
3e2y,2.26,0.22141
3e3s,1.73,0.21
3e3y,2.13,0.234
3e4a,2.6,0.225
3e4h,1.8,0.244
3e4u,2.1,0.259
3e50,2.3,0.23133
3e5b,2.37,0.251
3e5k,2.6,0.23553
3e7b,1.7,0.17521
3e7d,1.8,0.26
3e8g,2.0,0.235
3e94,1.9,0.225
3e97,1.86,0.246
3e99,1.9,0.223
3e9a,1.8,0.215
3e9b,2.15,0.274
3e9c,2.0,0.209
3e9i,2.2,0.246
3e9s,2.5,0.261
3e9w,2.05,0.26375
3eab,2.5,0.268
3ean,2.75,0.23602
3eat,2.5,0.225
3eb1,2.4,0.2531
3eb7,2.3,0.23009
3ec1,2.36,0.287
3ecn,2.1,0.256
3ecq,2.9,0.235
3ed4,1.7,0.2422
3eem,2.11,0.23
3ef5,2.6,0.297
3efp,2.01,0.213
3eg3,1.4,0.24
3ega,1.8,0.244
3egr,2.65,0.226
3ehv,1.81,0.271
3eiw,1.6,0.20001
3ejn,1.5,0.168
3ekr,2.0,0.223
3el1,1.7,0.205
3el2,2.5,0.262
3elu,2.0,0.2227
3em4,2.1,0.249
3emf,2.0,0.236
3emr,1.85,0.2283
3en7,2.81,0.2574
3ens,2.3,0.286
3ep3,1.84,0.282
3ep6,1.7,0.24
3eqm,2.9,0.24439
3eqr,2.0,0.256
3eqz,2.15,0.25
3ere,2.5,0.2554
3erx,1.25,0.20584
3ery,1.95,0.283
3es3,2.795,0.2751
3es7,1.9,0.259
3esl,1.74,0.216
3esm,1.65,0.262
3esp,1.31,0.201
3et7,2.7,0.3283
3etn,1.7,0.197
3etv,1.94,0.27722
3euc,2.05,0.237
3eue,2.3,0.22099
3eum,1.78,0.27042
3euo,1.75,0.20865
3evc,1.6,0.223
3ex8,2.56,0.283
3exm,1.65,0.19911
3exr,1.7,0.244
3exv,1.45,0.2246
3ey3,1.25,0.207
3ey7,1.6,0.2164
3ey8,1.6,0.1873
3eyf,2.3,0.23
3ezj,2.8,0.239
3ezo,2.05,0.208
3f1a,1.25,0.18884
3f2z,1.3,0.17455
3f3k,1.75,0.17
3f4b,2.49,0.254
3f4x,1.9,0.25203
3f5o,1.7,0.23701
3f61,1.8,0.228
3f65,2.29,0.26
3f6i,2.788,0.296
3f6x,2.35,0.266
3f7l,0.99,0.138
3f86,2.0,0.266
3f89,2.8,0.31
3f8k,1.84,0.221
3f9a,1.69,0.207
3f9d,2.0,0.23285
3f9l,1.19,0.1892
3fah,1.72,0.191
3fak,1.9,0.243
3far,2.4,0.284
3fb1,2.002,0.234
3fbi,2.8,0.243
3fbs,2.15,0.23626
3fce,1.9,0.252
3fcv,2.4,0.247
3fcy,2.1,0.212
3fdy,1.55,0.21883
3fe5,2.51,0.24031
3fe9,1.75,0.18689
3ffe,2.25,0.24055
3ffu,2.8,0.301
3ffv,2.0,0.23
3fge,1.74,0.214
3fgq,2.09,0.2258
3fhc,2.8,0.26
3fhl,1.93,0.21503
3fi0,2.7,0.22
3fi8,2.3,0.265
3fif,2.7,0.25253
3fij,2.3,0.269
3fiv,1.85,
3fjp,2.3,0.2793
3fju,1.6,0.20025
3fk0,1.7,0.203
3fk4,2.0,0.257
3fld,2.4,0.263
3fli,2.0,0.24254
3flw,2.1,0.23714
3flz,2.23,0.25055
3fmy,1.4,0.18151
3fnm,1.7,0.21087
3fp2,1.98,0.23645
3fpp,2.99,0.349
3fpu,1.76,0.28467
3fpw,1.6,0.18911
3fq2,1.91,0.24519
3fqi,2.013,0.283
3frd,2.1,0.27528
3fsc,1.8,0.231
3fsl,2.35,0.26
3ft9,2.05,0.22844
3ftl,1.6,0.158
3fu6,2.05,0.223
3fur,2.3,0.2425
3fuv,1.95,0.309
3fvt,1.9,0.264
3fvz,2.35,0.26333
3fwf,1.83,0.207
3fwj,1.9,0.231
3fwy,1.63,0.1986
3fx2,1.9,
3fxk,2.1,0.234
3fxu,1.95,0.258
3fyi,2.2,0.21906
3fz6,2.82,0.203
3fzn,1.62,0.20309
3g0k,1.3,0.143
3g0v,2.0,0.22842
3g19,1.849,0.212
3g1g,2.01,0.25703
3g1r,1.701,0.205
3g2d,2.3,0.27938
3g32,1.31,0.182
3g39,1.55,0.19921
3g3y,2.5,0.29776
3g3z,2.1,0.26581
3g4e,1.42,0.191
3g4i,1.9,0.215
3g4q,1.6,0.219
3g4u,2.1,0.219
3g53,1.64,0.204
3g5a,1.95,0.236
3g5e,1.8,0.18342
3g6a,2.1,0.283
3g6h,2.35,0.28268
3g6q,2.26,0.2141
3g7d,1.8,0.24647
3g7n,1.3,0.20784
3g86,2.2,0.238
3g98,1.85,0.21871
3g9j,2.32,0.2255
3ga1,2.1,0.241
3ga5,1.87,0.22219
3gb9,2.3,0.227
3gbk,2.3,0.29785
3gc0,2.0,0.265
3gdp,1.57,0.21
3gds,2.85,0.221
3gdw,2.0,0.21431
3geb,2.4,0.218
3gen,1.6,0.23168
3get,2.01,0.235
3gew,2.0,0.261
3gez,2.0,0.252
3gf6,1.69,0.211
3gf9,2.5,0.277
3gfa,1.35,0.157
3gfg,2.59,0.236
3gfl,1.9,0.239
3gfr,2.403,0.251
3gg2,1.7,0.256
3gg3,2.25,0.245
3gg7,1.5,0.199
3gg8,2.21,0.26516
3ghb,2.25,0.232
3ghd,1.81,0.24108
3ghn,2.8,0.28
3gi4,1.85,0.221
3giu,1.25,0.14782
3gj5,1.79,0.2325
3gj6,2.7,0.2785
3gj9,2.8,0.27
3gjl,1.92,0.264
3gk3,2.1,0.277
3gkh,1.81,0.22082
3glz,1.78,0.27349
3gmx,1.05,0.154
3gn1,2.0,0.216
3gnp,1.8,0.2066
3go0,1.56,0.199
3go7,2.5,0.237
3gob,2.05,0.267
3gog,2.1,0.256
3gp0,1.9,0.232
3gpa,2.0,0.229
3gq8,2.0,0.196
3gs4,1.78,0.27818
3gs7,1.8,0.26581
3gss,1.9,0.233
3gsx,2.1,0.247
3gt9,1.7,0.19337
3gtt,2.4,0.197
3guu,2.1,0.23365
3gv3,1.6,0.24716
3gvh,2.3,0.218
3gvj,1.48,0.21636
3gwp,2.9,0.271
3gxw,1.9,0.241
3gyy,2.2,0.2838
3h0e,1.997,0.2004
3h12,1.5,0.173
3h1t,2.3,0.2419
3h21,2.32,0.26287
3h2u,2.75,0.2735
3h2v,2.9,0.2769
3h36,1.8,0.236
3h3e,2.749,0.207
3h3z,2.35,0.236
3h47,1.9,0.2695
3h4c,2.3,0.24938
3h4d,2.2,0.27
3h4g,1.85,0.2165
3h4x,1.23,0.19
3h5g,1.71,0.224
3h64,1.9,0.23675
3h6e,2.5,0.2736
3h7s,2.3,0.2532
3h86,2.5,0.23911
3h8g,1.5,0.17345
3h8w,2.8,0.287
3hb3,2.25,0.27996
3hbf,2.1,0.246
3hbw,1.9,0.2511
3hc1,1.9,0.226
3hcb,2.4,0.239
3hcd,2.392,0.23
3hci,2.59,0.24737
3hd0,2.7,0.25518
3hdk,1.8,0.22085
3heb,2.4,0.255
3hee,2.0,0.22051
3hem,2.39,0.266
3hes,2.0,0.249
3hfh,2.703,0.2833
3hfr,2.3,0.24411
3hg6,1.7,0.237
3hgl,1.9,0.249
3hhb,1.74,
3hhe,2.3,0.249
3hhw,2.7,0.29573
3hj9,2.0,0.208
3hjz,1.9,0.20255
3hkk,2.9,0.232
3hkl,2.1,0.26433
3hkv,2.1,0.24196
3hl8,1.55,0.20709
3hlb,2.5,0.29
3hlk,2.1,0.23635
3hmn,2.7,0.26457
3hmu,2.1,0.193
3hn2,2.5,0.2918
3hnu,1.56,0.225
3hnx,1.37,0.21
3ho2,2.0,0.2075
3hp8,2.0,0.277
3hpz,2.2,0.25169
3hqw,1.7,0.185
3hr4,2.5,0.309
3hrb,2.2,0.26
3hrm,2.3,0.286
3hry,2.25,0.2563
3hsc,1.93,
3hsm,2.5,0.276
3ht5,1.9,0.198
3htd,1.4,0.19
3htk,2.31,0.27
3hto,2.95,0.26
3htv,1.95,0.241
3huk,1.29,0.185
3hul,2.19,0.27
3hum,2.3,0.265
3huq,1.45,0.189
3hve,2.8,0.333
3hvn,2.852,0.294
3hvx,2.12,0.24784
3hw5,1.81,0.2627
3hwc,2.5,0.2237
3hwg,2.19,0.26785
3hxa,1.8,0.226
3hxd,1.95,0.22197
3hy0,1.9,0.2
3hy9,2.02,0.23793
3hz7,2.0,0.25
3i0q,2.8,0.346
3i0y,1.5,0.206
3i1e,2.91,0.291
3i25,2.1,0.238
3i2b,2.3,0.24566
3i3g,1.86,0.2817
3i4b,2.3,0.222
3i4h,2.25,0.28896
3i4t,2.49,0.27306
3i5e,0.98,0.14369
3i5k,2.2,0.22813
3i5v,2.8,0.2667
3i5w,1.63,0.194
3i6e,1.7,0.263
3i6y,1.75,0.22898
3i7e,1.7,0.289
3i7q,2.0,0.23674
3i7w,2.35,0.295
3i91,1.55,0.249
3i9h,2.0,0.262
3ibk,2.2,0.231
3ics,1.94,0.22809
3icy,2.684,0.2483
3idd,2.8,0.31106
3ie5,1.688,0.206
3iec,2.2,0.248
3if4,2.181,0.2328
3ig3,1.99,0.223
3igx,1.85,0.18598
3igz,1.9,0.1829
3ih4,2.3,0.273
3ii0,2.05,0.22316
3ii1,2.25,0.22131
3iil,2.0,0.19269
3iip,2.3,0.26574
3ij1,2.1,0.20356
3ijq,2.0,0.287
3ijr,2.05,0.19348
3ikg,1.86,
3imf,1.99,0.20643
3imj,2.02,0.229
3in8,1.7,0.211
3io8,2.3,0.2307
3ios,1.6,0.2
3ipk,2.04,0.222
3iq0,1.79,0.255
3iqb,2.1,0.239
3iqh,1.9,0.20869
3irw,2.7,0.251
3irz,1.7,0.2164
3is0,1.75,0.21215
3is6,1.95,0.259
3isq,1.75,0.17385
3iss,2.5,0.2537
3iub,1.5,0.209
3iur,2.05,0.211
3iuy,2.4,0.251
3iuz,1.9,0.206
3ix4,1.8,0.24675
3ix7,2.15,0.25609
3ixb,1.63,0.20758
3ixc,1.61,0.194
3ixe,1.9,0.21999
3ixk,2.5,0.282
3jpt,2.15,0.254
3jqg,1.9,0.267
3jql,1.2,0.19284
3jry,2.3,0.2681
3jrz,1.7,0.1989
3jst,2.1,0.218
3jtd,2.57,0.248
3jtm,1.3,0.178
3jtz,1.3,0.23867
3ju6,2.45,0.254
3juh,1.66,0.2184
3juu,1.8,0.19856
3jv2,2.5,0.258
3jvh,1.69,0.195
3jwc,2.57,0.23003
3jwv,1.98,0.21311
3jxg,1.7,0.205
3jxp,2.2,0.24348
3jxy,1.5,0.1735
3jyf,2.43,0.23079
3jyo,1.0,0.19421
3jyq,1.16,0.17441
3jz0,2.0,0.22052
3jzd,2.1,0.21
3k00,1.55,0.22
3k1k,2.15,0.2547
3k27,1.76,0.19821
3k2l,2.36,0.288
3k3j,1.995,0.24528
3k3l,2.62,0.3071
3k3o,2.1,0.233
3k42,2.3,0.249
3k49,2.5,0.263
3k4f,2.17,0.27974
3k4j,2.0,0.19956
3k4l,1.75,0.20943
3k4m,2.2,0.26553
3k60,2.3,0.1904
3k63,2.494,0.248
3k6k,2.2,0.282
3k6z,1.75,0.23903
3k7j,1.9,0.2757
3k7n,2.3,0.241
3k8d,1.9,0.182
3k8l,2.3,0.216
3k9h,2.25,0.245
3k9v,2.5,0.25154
3k9y,2.8,0.318
3kad,1.95,0.24829
3kah,2.3,0.2735
3kai,1.9,0.254
3kaq,2.25,
3kaw,2.4,0.26
3kbe,1.1,0.1718
3kcm,2.45,0.26974
3kdi,2.379,0.2813
3kdw,1.7,0.191
3kej,2.3,0.23611
3ken,2.5,0.275
3kex,2.797,0.283
3kfw,2.5,0.287
3kgc,1.55,0.22447
3kgg,2.1,0.2175
3kgy,1.5,0.174
3kgz,1.85,0.248
3khq,1.7,0.197
3kij,1.8,0.24811
3kjp,1.8,0.234
3kjz,2.4,0.221
3kkd,2.1,0.26182
3kki,1.8,0.234
3kkw,1.41,0.17922
3klc,1.76,0.19214
3kli,2.65,0.294
3klt,2.7,0.3311
3km6,2.1,0.206
3kmg,2.1,0.23014
3kmy,1.9,0.229
3ko6,2.55,0.25408
3kof,1.9,0.24797
3kot,1.9,0.2414
3kpl,1.96,0.253
3kq7,1.8,0.23289
3kql,2.5,0.211
3kqy,2.2,0.262
3krp,2.42,0.284
3ksf,1.9,0.256
3ksh,1.5,0.259
3kt4,2.73,0.247
3kud,2.15,0.26381
3kv5,2.39,0.245
3kv6,2.89,0.253
3kvc,1.9,0.17062
3kvd,2.0,0.24988
3kvq,2.7,0.29647
3kvz,2.1,0.28164
3kwa,2.0,0.2858
3kwb,2.02,0.263
3kwr,1.45,0.181
3kx4,1.95,0.2101
3kx6,2.1,0.193
3kxn,2.0,0.26417
3ky7,2.35,0.25535
3kyo,1.7,0.22645
3kyw,1.1,0.165
3kyz,1.497,0.1811
3kzg,2.06,0.262
3kzk,1.9,0.247
3kzn,1.8,0.212
3l0l,1.74,0.25164
3l0n,1.74,0.20737
3l11,2.12,0.21477
3l1f,1.53,0.211
3l21,2.1,0.20389
3l23,1.7,0.167
3l34,1.7,0.2251
3l36,1.45,0.278
3l43,2.27,0.269
3l4i,2.2,0.252
3l4u,1.9,0.221
3l5e,1.53,0.2
3l5u,1.9,0.209
3l5v,1.7,0.211
3l6a,2.0,0.25
3l6f,2.1,0.2494
3l6t,1.93,0.204
3l75,2.79,0.275
3l78,1.9,0.2317
3l7f,2.6,0.24264
3l7l,2.95,0.2539
3l7q,2.5,0.24974
3l87,2.0,0.28524
3l8r,2.5,0.28
3l9i,2.2,0.23471
3l9m,1.9,0.27
3l9z,2.08,0.25488
3lae,1.453,0.2222
3las,1.4,0.17959
3lbc,1.85,0.215
3lc2,2.8,0.241
3lcx,1.98,0.2787
3ld1,2.498,0.284
3ld4,1.35,0.225
3ldi,2.2,0.234
3le4,1.701,0.213
3lfb,2.6,0.32
3lff,1.5,0.225
3lfm,2.5,0.285
3lfr,1.53,0.212
3lgc,2.77,0.223
3lgp,1.9,0.2442
3lgs,2.2,0.26
3lh4,1.8,0.19602
3lh9,2.4,0.2279
3lhr,1.9,0.243
3lio,1.5,0.202
3lk0,2.04,0.291
3lk8,1.8,0.19965
3lkb,2.4,0.23611
3lke,1.7,0.24
3lkh,2.05,0.2413
3ll2,0.97,0.155
3ll7,1.8,0.20863
3llc,1.8,0.185
3lle,1.85,0.2314
3llq,2.01,0.21859
3lmg,2.8,0.285
3lmo,2.0,0.254
